"","ID","DISEASE","DISEASE_SUBTYPE","DISEASE_PROXY","COUNTRY","COUNTRY_PROXY","YEAR","SEX","AGE","SES","DIMENSION","DOMAIN","CRITERION","INDICATOR","INDICATOR_PROXY","MEASURE","UNIT","CATEGORIES","VALUE","SD","LOWER CI","UPPER CI","SOURCE","RATING","KEY_POINT","QUOTES","META_1","META_2","META_3","CRITERION2","COMMENTS","QUALY"
"89","Crohns Disease","Crohns Disease",NA,NA,"Belgium","Europe",2022,"MF","ALL","ALL","Society","Social","Productivity losses","Costs related to work absenteeism, presenteeism or/and early labor force exits of caregivers",NA,NA,"â¬ per year",NA,"421",NA,88,753,"Van Linschoten et al",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2022,"MF","ALL","ALL","Society","Social","Environmental impact of standard of care","Greenhouse gas emissions related to the standard of care",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2022,"MF","ALL","ALL","Society","Social","Environmental impact of standard of care","Hazardous waste related to standard of care",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2022,"MF","ALL","ALL","Society","Social","Environmental impact of standard of care","Use of natural resources and raw materials related to standard of care",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2022,"MF","ALL","ALL","Future","Health","Burden of disease","Future years of life lost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2022,"MF","ALL","ALL","Future","Health","Burden of disease","Future years lived with disability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2022,"MF","ALL","ALL","Future","Healthcare and Social","Economic burden","Future direct costs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Crohns Disease","Crohns Disease",NA,NA,"Belgium",NA,2022,"MF","ALL","ALL","Future","Healthcare and Social","Economic burden","Future indirect costs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma of skin","Belgium",NA,2020,"MF","ALL","ALL","Patients","Health","Impact on general health-related quality of life","Years of life lived with disability (per case)",NA,NA,"YLD/case",NA,"6.5000000000000002E-2",NA,NA,NA,"BeBoD",NA,NA,NA,NA,NA,NA,"Impact on general health-related quality of life","Mainly cutaneous melanoma. C69.3 malignant neoplasm of choroid not included? Malignant neoplasms of female genital organs (C51-C58) also excluded? Subungual melanoma included in code for upper/lower limb C43.6?",NA
"98","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on general health-related quality of life","EQ-5D average score",NA,NA,NA,"BEFORE","0.93",0.14,0.89,0.98,"NEED survey",NA,NA,NA,NA,NA,NA,"Impact on general health-related quality of life",NA,NA
"99","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on general health-related quality of life","EQ-5D average score",NA,NA,NA,"TODAY","0.81",0.18,0.75,0.87,"NEED survey",NA,NA,NA,NA,NA,NA,"Impact on general health-related quality of life",NA,NA
"100","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on general health-related quality of life","EQ-5D average score",NA,NA,NA,"DIFFERENCE","-0.12",0.19,-0.18,-0.04,"NEED survey",NA,NA,NA,NA,NA,NA,"Impact on general health-related quality of life",NA,NA
"101","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on general health-related quality of life","Associated comorbidities",NA,NA,NA,NA,NA,NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,"Impact on general health-related quality of life","Not Known",NA
"102","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on physical health","Experienced burden of physical symptoms",NA,"Participants who reported the physical symptom as very or rather burdensome (>10%)","%","Fatigue or exhaustion","24.3",NA,NA,NA,"NEED survey",NA,"""Fluctuating and unpredictable energy levels impacted the ability to commit to activities and maintain reliability, and limited social interactions."";""Periods of intense medical follow-up, such as during investigations or while awaiting results, were particularly exhausting.""","âI think that the melanoma itself took energy during the first two months, two, three months. [â¦]  it consumes energy during the moments when you have to undergo tests and wait for results and such.""",NA,NA,NA,"Impact on physical health",NA,NA
"103","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on physical health","Experienced burden of physical symptoms",NA,"Participants who reported the physical symptom as very or rather burdensome (>10%)","%","Swollen or painful lymph node","13.5",NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,"Impact on physical health",NA,NA
"104","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on physical health","Experienced burden of physical symptoms",NA,"Participants who reported the physical symptom as very or rather burdensome (>10%)","%","Painful wound","16.2",NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,"Impact on physical health",NA,NA
"105","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on physical health","Pain/discomfort",NA,"Participants who reported moderate, severe or extreme problems with pain/discomfort","%","BEFORE","5.4",NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,"Impact on physical health",NA,NA
"106","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on physical health","Pain/discomfort",NA,"Participants who reported moderate, severe or extreme problems with pain/discomfort","%","TODAY","18.899999999999999",NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,"Impact on physical health",NA,NA
"107","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on physical health","Pain/discomfort",NA,"Participants who reported moderate, severe or extreme problems with pain/discomfort","% points","DIFFERENCE","13.5",NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,"Impact on physical health",NA,NA
"108","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on psychological health","Experienced burden of psychological symptoms",NA,"Participants who reported the psychological symptom as very or rather burdensome (>10%)","%","Fear or anxiety","24.3",NA,NA,NA,"NEED survey",NA,"""The cancer diagnosis appeared as a shock."";""The terms cancer and melanoma provoked anxiety."";""Melanoma generated fear of recurrence and death."";""Changes in temperament (e.g., increased irritability) affected relationships."";""Feelings of loneliness and abandonment were sometimes compared to being imprisoned."";""Patients reported fear of exhausting all possible treatments and facing an incurable situation, highlighting the importance of maintaining hope in other therapies."";""To limit the psychological impact of melanoma, coping mechanisms included putting things in perspective, relaxing, staying distracted with activities, or adapting the environment.""","""Yes, that's a blow when you hear that. Because you know first of all: cancer, that's already something. The word cancer. Then melanoma, you know, that's really something serious. All cancer is serious, but yeah. [...] Oh yeah, psychologically, just the word cancer is something. They say there is a life, before and after cancer, and that's true. And I mean purely psychologically."" ;  ""Because I am sick, but if I die, my wife will be left behind. So psychologically, that also hits deep."" ; ""That my life now completely changes, even if the therapy stops. Yes, I still have to go to the dermatologist's every few months. And you will always be afraid that there is a spot... Yes, I have that now too. So I am diligent in the shower, and I see a spot that I thought, 'that wasn't there before'."" ; ""[â¦]  I also notice that I become more nervous. And that's not my character, because normally when there is a problem I stay calm."" ; ""We are very fragile when we arrive at the hospital. [...] Well, I felt very fragile when I entered the room alone, since the lady dropped me off at the entrance, I entered that room at 9AM and I burst into tears. [...] I felt abandoned, totally abandoned and... that's it. It's like being taken to prison."" ; ""I think that's very important, for people who, so to speak, are considered to have no treatment options left. That they can have access to potential therapies that might still offer some hope. I think that... Because I think that if you hear that word 'that you are out of treatment options', it's a serious blow. And I think that in some ways one should still try to find something that might work."" ; ""So I go telling myself, it's me who will have the upper hand. I added greenery to the garden, just like that. To have shaded areas, things like that. So yeah, psychologically it's like telling myself 'no, I'm not going to let myself be defeated'."" ;",NA,NA,NA,"Impact on psychological health",NA,NA
"109","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on psychological health","Experienced burden of psychological symptoms",NA,"Participants who reported the psychological symptom as very or rather burdensome (>10%)","%","Feeling down, depressed, or sad","24.3",NA,NA,NA,"NEED survey",NA,"""The cancer diagnosis appeared as a shock."";""The terms cancer and melanoma provoked anxiety."";""Melanoma generated fear of recurrence and death."";""Changes in temperament (e.g., increased irritability) affected relationships."";""Feelings of loneliness and abandonment were sometimes compared to being imprisoned."";""Patients reported fear of exhausting all possible treatments and facing an incurable situation, highlighting the importance of maintaining hope in other therapies."";""To limit the psychological impact of melanoma, coping mechanisms included putting things in perspective, relaxing, staying distracted with activities, or adapting the environment.""","""Yes, that's a blow when you hear that. Because you know first of all: cancer, that's already something. The word cancer. Then melanoma, you know, that's really something serious. All cancer is serious, but yeah. [...] Oh yeah, psychologically, just the word cancer is something. They say there is a life, before and after cancer, and that's true. And I mean purely psychologically."" ;  ""Because I am sick, but if I die, my wife will be left behind. So psychologically, that also hits deep."" ; ""That my life now completely changes, even if the therapy stops. Yes, I still have to go to the dermatologist's every few months. And you will always be afraid that there is a spot... Yes, I have that now too. So I am diligent in the shower, and I see a spot that I thought, 'that wasn't there before'."" ; ""[â¦]  I also notice that I become more nervous. And that's not my character, because normally when there is a problem I stay calm."" ; ""We are very fragile when we arrive at the hospital. [...] Well, I felt very fragile when I entered the room alone, since the lady dropped me off at the entrance, I entered that room at 9AM and I burst into tears. [...] I felt abandoned, totally abandoned and... that's it. It's like being taken to prison."" ; ""I think that's very important, for people who, so to speak, are considered to have no treatment options left. That they can have access to potential therapies that might still offer some hope. I think that... Because I think that if you hear that word 'that you are out of treatment options', it's a serious blow. And I think that in some ways one should still try to find something that might work."" ; ""So I go telling myself, it's me who will have the upper hand. I added greenery to the garden, just like that. To have shaded areas, things like that. So yeah, psychologically it's like telling myself 'no, I'm not going to let myself be defeated'."" ;",NA,NA,NA,"Impact on psychological health",NA,NA
"110","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on psychological health","Experienced burden of psychological symptoms",NA,"Participants who reported the psychological symptom as very or rather burdensome (>10%)","%","Stress","21.6",NA,NA,NA,"NEED survey",NA,"""The cancer diagnosis appeared as a shock."";""The terms cancer and melanoma provoked anxiety."";""Melanoma generated fear of recurrence and death."";""Changes in temperament (e.g., increased irritability) affected relationships."";""Feelings of loneliness and abandonment were sometimes compared to being imprisoned."";""Patients reported fear of exhausting all possible treatments and facing an incurable situation, highlighting the importance of maintaining hope in other therapies."";""To limit the psychological impact of melanoma, coping mechanisms included putting things in perspective, relaxing, staying distracted with activities, or adapting the environment.""","""Yes, that's a blow when you hear that. Because you know first of all: cancer, that's already something. The word cancer. Then melanoma, you know, that's really something serious. All cancer is serious, but yeah. [...] Oh yeah, psychologically, just the word cancer is something. They say there is a life, before and after cancer, and that's true. And I mean purely psychologically."" ;  ""Because I am sick, but if I die, my wife will be left behind. So psychologically, that also hits deep."" ; ""That my life now completely changes, even if the therapy stops. Yes, I still have to go to the dermatologist's every few months. And you will always be afraid that there is a spot... Yes, I have that now too. So I am diligent in the shower, and I see a spot that I thought, 'that wasn't there before'."" ; ""[â¦]  I also notice that I become more nervous. And that's not my character, because normally when there is a problem I stay calm."" ; ""We are very fragile when we arrive at the hospital. [...] Well, I felt very fragile when I entered the room alone, since the lady dropped me off at the entrance, I entered that room at 9AM and I burst into tears. [...] I felt abandoned, totally abandoned and... that's it. It's like being taken to prison."" ; ""I think that's very important, for people who, so to speak, are considered to have no treatment options left. That they can have access to potential therapies that might still offer some hope. I think that... Because I think that if you hear that word 'that you are out of treatment options', it's a serious blow. And I think that in some ways one should still try to find something that might work."" ; ""So I go telling myself, it's me who will have the upper hand. I added greenery to the garden, just like that. To have shaded areas, things like that. So yeah, psychologically it's like telling myself 'no, I'm not going to let myself be defeated'."" ;",NA,NA,NA,"Impact on psychological health",NA,NA
"111","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on psychological health","Experienced burden of psychological symptoms",NA,"Participants who reported the psychological symptom as very or rather burdensome (>10%)","%","Irritability or restlessness","18.899999999999999",NA,NA,NA,"NEED survey",NA,"""The cancer diagnosis appeared as a shock."";""The terms cancer and melanoma provoked anxiety."";""Melanoma generated fear of recurrence and death."";""Changes in temperament (e.g., increased irritability) affected relationships."";""Feelings of loneliness and abandonment were sometimes compared to being imprisoned."";""Patients reported fear of exhausting all possible treatments and facing an incurable situation, highlighting the importance of maintaining hope in other therapies."";""To limit the psychological impact of melanoma, coping mechanisms included putting things in perspective, relaxing, staying distracted with activities, or adapting the environment.""","""Yes, that's a blow when you hear that. Because you know first of all: cancer, that's already something. The word cancer. Then melanoma, you know, that's really something serious. All cancer is serious, but yeah. [...] Oh yeah, psychologically, just the word cancer is something. They say there is a life, before and after cancer, and that's true. And I mean purely psychologically."" ;  ""Because I am sick, but if I die, my wife will be left behind. So psychologically, that also hits deep."" ; ""That my life now completely changes, even if the therapy stops. Yes, I still have to go to the dermatologist's every few months. And you will always be afraid that there is a spot... Yes, I have that now too. So I am diligent in the shower, and I see a spot that I thought, 'that wasn't there before'."" ; ""[â¦]  I also notice that I become more nervous. And that's not my character, because normally when there is a problem I stay calm."" ; ""We are very fragile when we arrive at the hospital. [...] Well, I felt very fragile when I entered the room alone, since the lady dropped me off at the entrance, I entered that room at 9AM and I burst into tears. [...] I felt abandoned, totally abandoned and... that's it. It's like being taken to prison."" ; ""I think that's very important, for people who, so to speak, are considered to have no treatment options left. That they can have access to potential therapies that might still offer some hope. I think that... Because I think that if you hear that word 'that you are out of treatment options', it's a serious blow. And I think that in some ways one should still try to find something that might work."" ; ""So I go telling myself, it's me who will have the upper hand. I added greenery to the garden, just like that. To have shaded areas, things like that. So yeah, psychologically it's like telling myself 'no, I'm not going to let myself be defeated'."" ;",NA,NA,NA,"Impact on psychological health",NA,NA
"112","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on psychological health","Experienced burden of psychological symptoms",NA,"Participants who reported the psychological symptom as very or rather burdensome (>10%)","%","Insomnia","18.899999999999999",NA,NA,NA,"NEED survey",NA,"""The cancer diagnosis appeared as a shock."";""The terms cancer and melanoma provoked anxiety."";""Melanoma generated fear of recurrence and death."";""Changes in temperament (e.g., increased irritability) affected relationships."";""Feelings of loneliness and abandonment were sometimes compared to being imprisoned."";""Patients reported fear of exhausting all possible treatments and facing an incurable situation, highlighting the importance of maintaining hope in other therapies."";""To limit the psychological impact of melanoma, coping mechanisms included putting things in perspective, relaxing, staying distracted with activities, or adapting the environment.""","""Yes, that's a blow when you hear that. Because you know first of all: cancer, that's already something. The word cancer. Then melanoma, you know, that's really something serious. All cancer is serious, but yeah. [...] Oh yeah, psychologically, just the word cancer is something. They say there is a life, before and after cancer, and that's true. And I mean purely psychologically."" ;  ""Because I am sick, but if I die, my wife will be left behind. So psychologically, that also hits deep."" ; ""That my life now completely changes, even if the therapy stops. Yes, I still have to go to the dermatologist's every few months. And you will always be afraid that there is a spot... Yes, I have that now too. So I am diligent in the shower, and I see a spot that I thought, 'that wasn't there before'."" ; ""[â¦]  I also notice that I become more nervous. And that's not my character, because normally when there is a problem I stay calm."" ; ""We are very fragile when we arrive at the hospital. [...] Well, I felt very fragile when I entered the room alone, since the lady dropped me off at the entrance, I entered that room at 9AM and I burst into tears. [...] I felt abandoned, totally abandoned and... that's it. It's like being taken to prison."" ; ""I think that's very important, for people who, so to speak, are considered to have no treatment options left. That they can have access to potential therapies that might still offer some hope. I think that... Because I think that if you hear that word 'that you are out of treatment options', it's a serious blow. And I think that in some ways one should still try to find something that might work."" ; ""So I go telling myself, it's me who will have the upper hand. I added greenery to the garden, just like that. To have shaded areas, things like that. So yeah, psychologically it's like telling myself 'no, I'm not going to let myself be defeated'."" ;",NA,NA,NA,"Impact on psychological health",NA,NA
"113","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on psychological health","Experienced burden of psychological symptoms",NA,"Participants who reported the psychological symptom as very or rather burdensome (>10%)","%","Feeling abandoned","16.2",NA,NA,NA,"NEED survey",NA,"""The cancer diagnosis appeared as a shock."";""The terms cancer and melanoma provoked anxiety."";""Melanoma generated fear of recurrence and death."";""Changes in temperament (e.g., increased irritability) affected relationships."";""Feelings of loneliness and abandonment were sometimes compared to being imprisoned."";""Patients reported fear of exhausting all possible treatments and facing an incurable situation, highlighting the importance of maintaining hope in other therapies."";""To limit the psychological impact of melanoma, coping mechanisms included putting things in perspective, relaxing, staying distracted with activities, or adapting the environment.""","""Yes, that's a blow when you hear that. Because you know first of all: cancer, that's already something. The word cancer. Then melanoma, you know, that's really something serious. All cancer is serious, but yeah. [...] Oh yeah, psychologically, just the word cancer is something. They say there is a life, before and after cancer, and that's true. And I mean purely psychologically."" ;  ""Because I am sick, but if I die, my wife will be left behind. So psychologically, that also hits deep."" ; ""That my life now completely changes, even if the therapy stops. Yes, I still have to go to the dermatologist's every few months. And you will always be afraid that there is a spot... Yes, I have that now too. So I am diligent in the shower, and I see a spot that I thought, 'that wasn't there before'."" ; ""[â¦]  I also notice that I become more nervous. And that's not my character, because normally when there is a problem I stay calm."" ; ""We are very fragile when we arrive at the hospital. [...] Well, I felt very fragile when I entered the room alone, since the lady dropped me off at the entrance, I entered that room at 9AM and I burst into tears. [...] I felt abandoned, totally abandoned and... that's it. It's like being taken to prison."" ; ""I think that's very important, for people who, so to speak, are considered to have no treatment options left. That they can have access to potential therapies that might still offer some hope. I think that... Because I think that if you hear that word 'that you are out of treatment options', it's a serious blow. And I think that in some ways one should still try to find something that might work."" ; ""So I go telling myself, it's me who will have the upper hand. I added greenery to the garden, just like that. To have shaded areas, things like that. So yeah, psychologically it's like telling myself 'no, I'm not going to let myself be defeated'."" ;",NA,NA,NA,"Impact on psychological health",NA,NA
"114","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on psychological health","Anxiety/depression",NA,"Participants who reported moderate, severe or extreme problems with anxiety/depression","%","BEFORE","10.8",NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,"Impact on psychological health",NA,NA
"115","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on psychological health","Anxiety/depression",NA,"Participants who reported moderate, severe or extreme problems with anxiety/depression","%","TODAY","27",NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,"Impact on psychological health",NA,NA
"116","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on psychological health","Anxiety/depression",NA,"Participants who reported moderate, severe or extreme problems with anxiety/depression","% points","DIFFERENCE","16.2",NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,"Impact on psychological health",NA,NA
"117","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on autonomy","Mobility",NA,"Participants who reported moderate, severe or extreme problems with mobility","%","BEFORE","2.7",NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,"Impact on autonomy",NA,NA
"118","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on autonomy","Mobility",NA,"Participants who reported moderate, severe or extreme problems with mobility","%","TODAY","16.2",NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,"Impact on autonomy",NA,NA
"119","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on autonomy","Mobility",NA,"Participants who reported moderate, severe or extreme problems with mobility","% points","DIFFERENCE","13.5",NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,"Impact on autonomy",NA,NA
"120","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on autonomy","Self-care",NA,"Participants who reported moderate, severe or extreme problems with self-care","%","BEFORE","0",NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,"Impact on autonomy",NA,NA
"121","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on autonomy","Self-care",NA,"Participants who reported moderate, severe or extreme problems with self-care","%","TODAY","0",NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,"Impact on autonomy",NA,NA
"122","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on autonomy","Self-care",NA,"Participants who reported moderate, severe or extreme problems with self-care","% points","DIFFERENCE","0",NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,"Impact on autonomy",NA,NA
"123","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on autonomy","Usual activities",NA,"Participants who reported moderate, severe or extreme problems with usual activities","%","BEFORE","8.1",NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,"Impact on autonomy",NA,NA
"124","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on autonomy","Usual activities",NA,"Participants who reported moderate, severe or extreme problems with usual activities","%","TODAY","18.899999999999999",NA,NA,NA,"NEED survey",NA,"""Impacts on mobility included no longer being able to ride a bicycle due to saddle pain and the need to use a walking stick for getting around.""","""Yes. My body can't handle that weight anymore. With the mobility scooter it's better now. I sit and now I always bring my walking stick with me. Because yes, if we're somewhere and I have to go pee, I have to take my walking stick. For all the places you don't know. At home, I can walk around here and there. That's different. There, fortunately, I don't need my walking stick yet.""",NA,NA,NA,"Impact on autonomy",NA,NA
"125","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Health","Impact on autonomy","Usual activities",NA,"Participants who reported moderate, severe or extreme problems with usual activities","% points","DIFFERENCE","10.8",NA,NA,NA,"NEED survey",NA,NA,NA,NA,NA,NA,"Impact on autonomy",NA,NA
"126","Malignant melanoma","Malignant melanoma",NA,"Malignant melanoma of skin","Belgium",NA,2020,"MF","ALL","ALL","Patients","Health","Impact on mortality","Years of Life Lost (per death)",NA,NA,"YLL/death",NA,"21.1",NA,NA,NA,"BeBoD",NA,NA,NA,NA,NA,NA,"Impact on mortality","Only cutaneous melanoma? See those included by GBD above",NA
"127","Malignant melanoma","Malignant melanoma","Early stage melanoma","Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Effectiveness of treatment","Effectiveness of treatment",NA,NA,NA,NA,"Very effective",NA,NA,NA,"Expert opinion",NA,"""Patients expressed doubts about treatment effectiveness and purpose, especially regarding prevention of recurrence.""; ""Emphasis was placed on the need for expanded early detection campaigns."";""Suggestions included melanoma days for widespread screening and involving dermatology students to enhance access.""; ""Patients called for innovation in techniques and devices for improved early melanoma detection.""","""Now we are in the phase where we are actually trying to manage the side effects of immunotherapy, but for me every time I go to the oncology day center, it's still like 'what am I doing here?' Because it's not proven, not even in the literature, that the therapy they are giving me now is not standard, but what is standard of course... So I'm always still in doubt about what they can do... I look at it like this, if you don't have a headache, do you take headache pills? And if there are no tumors, what does that immunotherapy actually do in my body?"" ; ""I don't know if it already exists, a bit like the campaigns where you can go directly to the doctor, where they have a melanoma day. That's a day for everyone, we inspect everyone's skin. So maybe that? [...] Putting dermatology students, asking them too. Under the supervision of a professor, or whatever. [...] To do... yes, a national screening.""; ""Prevention. A campaign around that. Ensuring that there can be good timely detection. Early detection.""; ""But I think that if something can still evolve in the medical world, then I think that early detection is actually important. Because I'm already going to the dermatologist's every year now and yet we missed it. So, I wonder if there are no other possibilities or methods or devices that can detect it better.""","Experts asked to classify overall treatment effectiveness into: very, moderately, somewhat, not effective.",NA,NA,"Effectiveness of treatment",NA,NA
"128","Malignant melanoma","Malignant melanoma","Advanced stage melanoma","Malignant melanoma","Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Effectiveness of treatment","Effectiveness of treatment",NA,NA,NA,NA,"Moderately effective",NA,NA,NA,"Expert opinion",NA,"""Patients expressed doubts about treatment effectiveness and purpose, especially regarding prevention of recurrence.""; ""Emphasis was placed on the need for expanded early detection campaigns."";""Suggestions included melanoma days for widespread screening and involving dermatology students to enhance access.""; ""Patients called for innovation in techniques and devices for improved early melanoma detection.""",NA,"Experts asked to classify overall treatment effectiveness into: very, moderately, somewhat, not effective.",NA,NA,"Effectiveness of treatment",NA,NA
"129","Malignant melanoma","Malignant melanoma","Participants who had a treatment beyond excision",NA,"Belgium",NA,2023,"MF","ALL","ALL","Patients","Healthcare","Burden of treatment","Experienced burden of treatment",NA,"Participants who reported having a very or rather burdensome treatment","%",NA,"41.2",NA,NA,NA,"NEED survey",NA,"""Treatments were considered very time-consuming.""; 
""Certain treatments necessitated hospital visits every 3 weeks. These visits typically occupied an entire day, involving substantial travel time."";
""The invisibility of treatment effectiveness caused stress.""","""That's a day trip. I see it as a day trip. It's five, six hours, because it's in [city]. That's an hour and a half that you lie on that bed.""; ""It's only when it, when it gets worse and it spreads of course, then it can suddenly go fast of course. [...] So then you're really confronted with it. But the first time, when you think okay it's gone, it's gone, then you get over it pretty quickly, it's not like with something else, if it's in an organ or something, because that's inside you, that's a totally different feeling than when it's on your skin and they cut it away and it's gone.""",NA,NA,NA,"Burden of treatment","Not a reliable estimate given that only 50% of respondents reported having received treatment. This figure is probably an overestimation of the burden (because many only had excision)",NA
